year,month,state,handgun_unadjusted,long_gun_unadjusted,total_unadjusted,handgun_adjusted,long_gun_adjusted,total_adjusted
2007,05,Idaho,1893,3262,5155,2014,4139,6153
2007,05,Illinois,5864,5995,11859,6374,8622,14996
2007,05,Indiana,6102,6056,12157,7115,9701,16816
2007,05,Iowa,23,1723,1746,26,3558,3584
2007,05,Kansas,3409,3218,6626,4014,5330,9344
2007,05,Kentucky,6479,6029,12508,7721,10048,17769
2007,05,Louisiana,6315,4803,11118,7353,10042,17395
2007,05,Maine,1352,1970,3322,1495,2948,4442
2007,05,Mariana Islands,0,0,0,,,
2007,05,Maryland,2013,2649,4662,1906,4094,6000
2007,05,Massachusetts,2032,1236,3268,2156,1565,3721
2007,05,Michigan,2225,8036,10261,2342,12040,14382
2007,05,Minnesota,3912,6327,10239,4216,10563,14779
2007,05,Mississippi,4016,3670,7686,4675,8212,12887
2007,05,Missouri,5746,8165,13912,6449,12622,19072
2007,05,Montana,1859,3995,5854,1878,4572,6450
2007,05,Nebraska,0,1348,1348,0,2414,2414
2007,05,Nevada,2851,2094,4946,3022,2572,5594
2007,05,New Hampshire,1652,1723,3375,1752,2214,3966
2007,05,New Jersey,1641,1319,2960,1515,1694,3209
2007,05,New Mexico,3171,2994,6166,3387,3946,7333
2007,05,New York,3615,8407,12022,3771,11789,15560
2007,05,North Carolina,297,7327,7624,349,12482,12831
2007,05,North Dakota,536,1788,2323,582,2603,3186
2007,05,Ohio,10730,12631,23362,12103,17348,29450
2007,05,Oklahoma,6375,5554,11928,6901,8462,15363
2007,05,Oregon,5388,7494,12882,5871,9020,14890
2007,05,Pennsylvania,116,42667,42782,126,51287,51413
2007,05,Puerto Rico,536,153,689,597,162,759
2007,05,Rhode Island,516,431,947,501,511,1011
2007,05,South Carolina,4038,2932,6970,4758,5457,10215
2007,05,South Dakota,897,2145,3042,1013,3405,4418
2007,05,Tennessee,9470,6456,15926,10884,10944,21827
2007,05,Texas,21902,21098,43000,24002,32285,56287
2007,05,United States,278677,335766,614444,302389,473351,775740
2007,05,Utah,2673,3669,6342,2969,5153,8122
2007,05,Vermont,620,878,1498,640,1245,1885
2007,05,Virgin Islands,24,6,30,,,
2007,05,Virginia,9285,7426,16711,10158,11436,21594
2007,05,Washington,7277,6925,14201,7512,8255,15767
2007,05,West Virginia,3045,3724,6768,3539,6187,9726
2007,05,Wisconsin,3419,7488,10906,3877,11909,15786
2007,05,Wyoming,1062,1777,2838,1094,2188,3282
2007,06,Alabama,7868,6260,14128,9210,10958,20169
2007,06,Alaska,1804,2053,3857,1831,2549,4380
2007,06,Arizona,6551,5326,11877,7706,6808,14514
2007,06,Arkansas,3388,3920,7308,4050,7557,11607
2007,06,California,60180,57604,117784,61785,63434,125219
2007,06,Colorado,9299,9859,19159,9892,12335,22227
2007,06,Connecticut,2534,2042,4576,2839,2743,5582
2007,06,Delaware,528,579,1107,617,888,1506
2007,06,District of Columbia,3,1,4,3,1,4
2007,06,Florida,22086,13582,35668,23701,17786,41486
2007,06,Georgia,7043,5737,12780,8361,10210,18570
2007,06,Guam,11,22,33,13,24,37
2007,06,Hawaii,0,0,0,,,
2007,06,Idaho,1905,3125,5030,2114,4220,6334
2007,06,Illinois,5400,5799,11199,6497,8909,15406
2007,06,Indiana,6540,6648,13188,7928,10341,18269
2007,06,Iowa,12,1813,1825,18,3890,3908
2007,06,Kansas,3456,3264,6720,4330,5824,10153
2007,06,Kentucky,6581,6416,12998,7989,10891,18880
2007,06,Louisiana,6864,5405,12269,7529,10466,17995
2007,06,Maine,1306,1936,3242,1494,3038,4532
2007,06,Mariana Islands,0,0,0,,,
2007,06,Maryland,1664,2826,4490,1881,4255,6136
2007,06,Massachusetts,2012,1302,3314,2233,1671,3904
2007,06,Michigan,1962,7843,9805,2297,13150,15447
2007,06,Minnesota,3539,6465,10003,4169,11144,15313
2007,06,Mississippi,4029,4043,8072,4900,8964,13863
2007,06,Missouri,5259,8318,13577,6114,13600,19714
2007,06,Montana,1876,3762,5638,1962,4474,6436
2007,06,Nebraska,1,1398,1399,5,2652,2656
2007,06,Nevada,2806,2178,4984,3218,2712,5930
2007,06,New Hampshire,1685,1808,3494,1902,2353,4255
2007,06,New Jersey,1707,1471,3178,1629,1885,3514
2007,06,New Mexico,3339,3212,6551,3650,4094,7745
2007,06,New York,3625,7899,11524,4018,12029,16047
2007,06,North Carolina,306,7976,8282,352,13217,13569
2007,06,North Dakota,494,1634,2127,572,2433,3005
2007,06,Ohio,9951,13102,23053,12601,18390,30990
2007,06,Oklahoma,6184,5447,11631,7567,8641,16208
2007,06,Oregon,5858,7706,13563,6300,9384,15684
2007,06,Pennsylvania,82,44166,44249,101,55231,55332
2007,06,Puerto Rico,700,187,887,708,178,886
2007,06,Rhode Island,461,407,868,533,525,1058
2007,06,South Carolina,4268,3148,7416,5145,5850,10995
2007,06,South Dakota,859,2122,2981,1048,3548,4596
2007,06,Tennessee,10292,7614,17906,12287,12480,24768
2007,06,Texas,21420,21573,42994,24442,32880,57322
2007,06,United States,273711,340834,614545,310284,498449,808732
2007,06,Utah,2561,3634,6195,2946,5132,8078
2007,06,Vermont,554,722,1276,657,1219,1875
2007,06,Virgin Islands,16,1,18,,,
2007,06,Virginia,8350,7756,16106,10878,12073,22951
2007,06,Washington,7146,7588,14733,7712,9111,16823
2007,06,West Virginia,3097,3693,6789,3756,6330,10087
2007,06,Wisconsin,3083,6621,9704,3904,12154,16058
2007,06,Wyoming,1166,1822,2988,1199,2286,3485
2007,07,Alabama,7151,6282,13433,8665,10416,19081
2007,07,Alaska,1607,2373,3980,1672,2662,4335
2007,07,Arizona,6232,5349,11581,7081,6802,13883
2007,07,Arkansas,3377,4093,7470,4182,7280,11462
2007,07,California,47779,47087,94865,51626,57383,109009
2007,07,Colorado,9560,9942,19502,10461,12334,22794
2007,07,Connecticut,2444,1933,4377,2895,2763,5657
2007,07,Delaware,477,590,1067,578,904,1481
2007,07,District of Columbia,2,0,2,4,0,4
2007,07,Florida,20137,12266,32403,22816,16817,39633
2007,07,Georgia,6456,6159,12615,8126,10708,18834
2007,07,Guam,15,22,37,17,24,41
2007,07,Hawaii,0,0,0,,,
2007,07,Idaho,1649,2907,4556,2041,4335,6377
2007,07,Illinois,5098,5990,11088,6145,8676,14821
2007,07,Indiana,5618,6730,12348,7205,10408,17613
2007,07,Iowa,14,1803,1817,20,3852,3871
2007,07,Kansas,3024,3297,6321,3946,5688,9634
2007,07,Kentucky,6196,6739,12935,7506,10710,18217
2007,07,Louisiana,6809,6261,13070,7598,10486,18084
2007,07,Maine,1274,2218,3491,1543,3264,4807
2007,07,Mariana Islands,0,0,0,,,
2007,07,Maryland,1826,2759,4585,1974,4210,6184
2007,07,Massachusetts,1720,1156,2876,2147,1636,3783
2007,07,Michigan,1949,8252,10201,2298,13601,15899
2007,07,Minnesota,3152,6769,9921,3930,11106,15036
2007,07,Mississippi,3900,4890,8789,4588,9274,13862
2007,07,Missouri,4226,8006,12232,5187,12836,18023
2007,07,Montana,1738,3181,4919,1916,4274,6190
2007,07,Nebraska,1,1533,1534,4,2737,2741
2007,07,Nevada,2422,1800,4222,2824,2387,5211
2007,07,New Hampshire,1464,1739,3203,1750,2377,4126
2007,07,New Jersey,1476,1353,2829,1537,1765,3303
2007,07,New Mexico,2808,3022,5830,3308,4011,7319
2007,07,New York,3531,8151,11682,3922,12652,16574
2007,07,North Carolina,263,7560,7823,333,12649,12982
2007,07,North Dakota,449,1817,2266,564,2703,3268
2007,07,Ohio,9532,12818,22350,12356,18227,30583
2007,07,Oklahoma,5525,5521,11046,6687,8623,15311
2007,07,Oregon,4850,6668,11518,5770,9497,15267
2007,07,Pennsylvania,94,42661,42755,107,53229,53336
2007,07,Puerto Rico,595,138,733,613,143,757
2007,07,Rhode Island,398,394,792,489,529,1019
2007,07,South Carolina,3770,3597,7367,4534,5862,10396
2007,07,South Dakota,757,2240,2996,1007,3651,4658
2007,07,Tennessee,9637,7836,17474,11234,11830,23064
2007,07,Texas,20268,22790,43057,24186,33192,57378
2007,07,United States,246718,331135,577853,286518,476079,762596
2007,07,Utah,2206,3322,5528,2773,5278,8051
2007,07,Vermont,603,820,1422,670,1223,1893
2007,07,Virgin Islands,25,4,30,,,
2007,07,Virginia,9194,8588,17782,9981,11744,21725
2007,07,Washington,6586,6852,13438,7852,9322,17174
2007,07,West Virginia,2905,4220,7125,3584,6816,10400
2007,07,Wisconsin,3002,6999,10001,3848,12487,16336
2007,07,Wyoming,928,1641,2570,1140,2236,3376
2007,08,Alabama,8266,9168,17435,9221,11007,20228
2007,08,Alaska,1761,3097,4858,1785,2567,4351
2007,08,Arizona,6470,7316,13786,7335,7107,14441
2007,08,Arkansas,3556,6339,9896,4231,7804,12035
2007,08,California,23234,25267,48501,25545,25615,51160
2007,08,Colorado,9528,12570,22098,9972,12661,22633
2007,08,Connecticut,2541,2421,4962,2992,2884,5876
2007,08,Delaware,557,752,1309,635,873,1508
2007,08,District of Columbia,1,0,1,1,0,1
2007,08,Florida,22038,15022,37060,23593,17293,40886
2007,08,Georgia,7499,9703,17202,8688,12248,20937
2007,08,Guam,11,31,42,12,29,41
2007,08,Hawaii,0,0,0,,,
2007,08,Idaho,1889,4302,6191,2068,4569,6637
2007,08,Illinois,6080,9417,15497,6967,9866,16833
2007,08,Indiana,6818,9576,16393,7628,10679,18308
2007,08,Iowa,22,3105,3127,28,4077,4105
2007,08,Kansas,3708,5724,9432,4182,6136,10318
2007,08,Kentucky,6907,9391,16298,8165,11083,19248
2007,08,Louisiana,6850,10312,17162,7519,10907,18426
2007,08,Maine,1394,3015,4409,1484,3255,4738
2007,08,Mariana Islands,0,0,0,,,
2007,08,Maryland,1924,3847,5771,2055,4398,6453
2007,08,Massachusetts,2043,1544,3587,2139,1693,3832
2007,08,Michigan,2182,12115,14298,2454,13477,15931
2007,08,Minnesota,4302,13529,17831,4673,12813,17487
2007,08,Mississippi,4225,8067,12292,4601,9188,13789
2007,08,Missouri,7713,13312,21025,8481,14396,22877
2007,08,Montana,2093,4905,6998,2031,4980,7011
2007,08,Nebraska,6,2688,2694,9,2980,2988
2007,08,Nevada,2968,2512,5480,2991,2606,5597
2007,08,New Hampshire,1507,2196,3703,1698,2424,4122
2007,08,New Jersey,1598,1643,3242,1760,1888,3648
2007,08,New Mexico,3185,3827,7011,3266,4094,7360
2007,08,New York,3554,10592,14146,3943,12711,16654
2007,08,North Carolina,332,11867,12199,381,13324,13705
2007,08,North Dakota,552,2696,3248,638,2756,3394
2007,08,Ohio,9982,13489,23472,12452,16417,28869
2007,08,Oklahoma,6185,8589,14774,6863,9100,15963
2007,08,Oregon,5311,8408,13719,5976,9902,15878
2007,08,Pennsylvania,113,51707,51820,140,58914,59054
2007,08,Puerto Rico,658,251,909,626,209,835
2007,08,Rhode Island,437,469,905,510,554,1064
2007,08,South Carolina,4296,5671,9966,5223,5983,11207
2007,08,South Dakota,972,3744,4717,1099,4010,5109
2007,08,Tennessee,10062,11409,21471,11226,12222,23447
2007,08,Texas,21994,37753,59748,24904,35622,60526
2007,08,United States,249282,428541,677823,280833,466509,747341
2007,08,Utah,2435,4743,7179,3005,5901,8906
2007,08,Vermont,612,1040,1651,671,1272,1943
2007,08,Virgin Islands,32,6,37,,,
2007,08,Virginia,13710,10449,24159,16166,12182,28347
2007,08,Washington,7165,9164,16330,7951,9762,17713
2007,08,West Virginia,3263,5540,8802,3762,6802,10565
2007,08,Wisconsin,3667,11921,15588,4182,13238,17420
2007,08,Wyoming,1072,2320,3392,1179,2395,3574
2007,09,Alabama,7330,11154,18484,8706,11158,19865
2007,09,Alaska,1356,2552,3908,1645,2377,4022
2007,09,Arizona,6295,6636,12932,6900,6659,13559
2007,09,Arkansas,3220,8097,11317,3786,7468,11253
2007,09,California,16094,17215,33309,18445,18537,36982
2007,09,Colorado,8520,12442,20962,9540,12331,21871
2007,09,Connecticut,2250,2422,4672,2793,2601,5395
2007,09,Delaware,551,799,1350,622,821,1443
2007,09,District of Columbia,1,0,1,4,0,4
2007,09,Florida,20030,15366,35396,22651,16821,39472
2007,09,Georgia,6509,9792,16301,7993,10836,18829
2007,09,Guam,10,22,32,11,26,37
2007,09,Hawaii,0,0,0,,,
2007,09,Idaho,1987,5462,7448,2059,4514,6572
2007,09,Illinois,5396,8643,14038,6274,8968,15242
2007,09,Indiana,5765,9242,15007,7149,10068,17218
2007,09,Iowa,18,4056,4073,24,3929,3953
2007,09,Kansas,3376,6069,9445,3980,6026,10006
2007,09,Kentucky,6351,9862,16213,7512,10456,17969
2007,09,Louisiana,6400,11331,17731,6548,9237,15786
2007,09,Maine,1637,4588,6225,1530,3271,4801
2007,09,Mariana Islands,0,0,0,,,
2007,09,Maryland,1784,4032,5816,2098,4027,6125
2007,09,Massachusetts,1742,1607,3350,2000,1617,3616
2007,09,Michigan,1915,16105,18020,2263,13273,15536
2007,09,Minnesota,4074,18750,22824,4344,11482,15827
2007,09,Mississippi,3491,8049,11540,4299,8870,13169
2007,09,Missouri,11950,13355,25306,13411,13769,27180
2007,09,Montana,1987,6304,8291,2007,5282,7289
2007,09,Nebraska,0,3098,3098,7,2782,2789
2007,09,Nevada,2427,2501,4928,2852,2687,5538
2007,09,New Hampshire,1727,2991,4718,1729,2510,4239
2007,09,New Jersey,1393,1736,3128,1563,1836,3399
2007,09,New Mexico,2879,3952,6831,3211,4024,7235
2007,09,New York,3337,15403,18741,3614,12341,15955
2007,09,North Carolina,301,12260,12561,353,12868,13221
2007,09,North Dakota,582,4127,4709,642,2946,3588
2007,09,Ohio,9842,16315,26157,11888,17803,29691
2007,09,Oklahoma,5259,8082,13341,6467,8738,15205
2007,09,Oregon,5530,11372,16902,5884,9494,15379
2007,09,Pennsylvania,128,50210,50337,150,50761,50910
2007,09,Puerto Rico,631,163,794,603,114,718
2007,09,Rhode Island,431,513,944,486,505,992
2007,09,South Carolina,4107,5831,9938,5037,5735,10772
2007,09,South Dakota,1001,5304,6305,1073,4052,5125
2007,09,Tennessee,9380,10742,20121,11077,11544,22621
2007,09,Texas,20050,38625,58675,23964,32284,56247
2007,09,United States,229702,462067,691769,266157,447653,713811
2007,09,Utah,2466,5738,8204,2863,5276,8139
2007,09,Vermont,650,1577,2228,662,1227,1889
2007,09,Virgin Islands,18,2,20,,,
2007,09,Virginia,13155,11652,24807,15657,11783,27439
2007,09,Washington,6593,10446,17039,7739,9737,17475
2007,09,West Virginia,2968,6851,9819,3410,6716,10126
2007,09,Wisconsin,3798,15844,19643,3949,12510,16459
2007,09,Wyoming,1011,2783,3794,1078,2378,3456
2007,10,Alabama,7504,11660,19164,8674,11029,19703
2007,10,Alaska,1890,3198,5088,1675,2520,4196
2007,10,Arizona,5964,6586,12550,6919,6645,13564
2007,10,Arkansas,3454,9853,13307,4033,7436,11469
2007,10,California,16775,16544,33319,18435,19187,37622
2007,10,Colorado,9343,14182,23526,10220,12712,22931
2007,10,Connecticut,3321,3511,6832,3269,2910,6179
2007,10,Delaware,573,997,1570,613,831,1443
2007,10,District of Columbia,3,0,3,2,0,3
2007,10,Florida,21377,17370,38748,22238,16387,38625
2007,10,Georgia,6716,12518,19234,7451,10344,17795
2007,10,Guam,19,37,56,22,30,52
2007,10,Hawaii,0,0,0,,,
2007,10,Idaho,1718,5332,7050,1948,4360,6308
2007,10,Illinois,6364,10838,17202,6452,9374,15826
2007,10,Indiana,6358,11162,17520,6897,9514,16411
2007,10,Iowa,19,5790,5809,23,4043,4067
2007,10,Kansas,3824,7261,11085,3894,5821,9715
2007,10,Kentucky,6882,12361,19242,7762,10397,18159
2007,10,Louisiana,7036,15054,22089,7631,10521,18153
2007,10,Maine,1689,6560,8249,1572,3291,4862
2007,10,Mariana Islands,0,0,0,,,
2007,10,Maryland,2144,5054,7198,2418,4042,6460
2007,10,Massachusetts,2011,1977,3988,2152,1657,3809
2007,10,Michigan,2157,17489,19646,2299,12967,15267
2007,10,Minnesota,3940,20643,24583,4046,11548,15595
2007,10,Mississippi,3926,10691,14617,4428,8934,13363
2007,10,Missouri,11167,17796,28963,11819,13308,25127
2007,10,Montana,1796,7373,9170,1938,4854,6791
2007,10,Nebraska,0,4030,4030,3,2757,2760
2007,10,Nevada,2562,2348,4910,2666,2377,5042
2007,10,New Hampshire,1747,3224,4971,1743,2292,4034
2007,10,New Jersey,1482,2214,3696,1575,1853,3428
2007,10,New Mexico,3160,4225,7385,3295,4037,7332
2007,10,New York,3612,17157,20769,3738,12152,15890
2007,10,North Carolina,328,14432,14760,343,12650,12993
2007,10,North Dakota,595,5665,6260,650,2981,3631
2007,10,Ohio,11118,18472,29590,12049,16735,28784
2007,10,Oklahoma,6351,9875,16226,7036,8597,15633
2007,10,Oregon,5137,9119,14256,5936,9316,15252
2007,10,Pennsylvania,238,57328,57565,254,51979,52233
2007,10,Puerto Rico,688,156,844,640,157,797
2007,10,Rhode Island,502,587,1089,517,517,1034
2007,10,South Carolina,4364,6548,10912,5190,5835,11024
2007,10,South Dakota,927,7291,8218,1051,3996,5047
2007,10,Tennessee,10263,12951,23214,11351,11743,23094
2007,10,Texas,21513,36777,58290,23687,32315,56002
2007,10,United States,241118,525262,766380,265798,437308,703106
2007,10,Utah,2321,5699,8020,2876,5263,8138
2007,10,Vermont,613,1892,2505,640,1236,1876
2007,10,Virgin Islands,23,2,25,,,
2007,10,Virginia,9649,13303,22953,10427,11474,21900
2007,10,Washington,7938,10952,18889,8287,9389,17676
2007,10,West Virginia,3132,8570,11702,3440,6273,9713
2007,10,Wisconsin,3970,18148,22118,3873,12049,15921
2007,10,Wyoming,919,2458,3377,1139,2290,3428
2007,11,Alabama,8327,18308,26635,8790,11072,19862
2007,11,Alaska,1691,2666,4357,1917,2720,4637
2007,11,Arizona,6136,7207,13343,7142,6696,13839
2007,11,Arkansas,3533,13006,16540,3958,7305,11263
2007,11,California,17600,19664,37264,19493,19657,39150
2007,11,Colorado,9260,14344,23604,9919,12587,22506
2007,11,Connecticut,3146,3887,7033,3273,3133,6406
2007,11,Delaware,528,1376,1904,564,860,1424
2007,11,District of Columbia,0,0,0,0,0,1
2007,11,Florida,21683,20764,42447,22471,16184,38655
2007,11,Georgia,7187,15137,22324,8223,10303,18525
2007,11,Guam,13,34,47,12,35,47
2007,11,Hawaii,0,0,0,,,
2007,11,Idaho,1784,5135,6919,2036,4814,6850
2007,11,Illinois,6284,13019,19303,6453,9119,15572
2007,11,Indiana,7451,16297,23748,7749,10209,17959
2007,11,Iowa,43,7547,7590,39,4032,4071
2007,11,Kansas,3630,9382,13012,3868,5865,9732
2007,11,Kentucky,7286,15043,22329,7844,10110,17954
2007,11,Louisiana,6420,18116,24536,7276,10921,18197
2007,11,Maine,1255,3982,5237,1447,3170,4616
2007,11,Mariana Islands,0,0,0,,,
2007,11,Maryland,1946,6656,8602,2020,4062,6082
2007,11,Massachusetts,2001,2125,4126,2152,1634,3785
2007,11,Michigan,2096,21154,23250,2311,13095,15406
2007,11,Minnesota,3431,12308,15739,4230,10941,15171
2007,11,Mississippi,3894,18116,22010,4306,8724,13030
2007,11,Missouri,9518,17942,27460,10866,12929,23795
2007,11,Montana,1630,4579,6210,2086,4786,6872
2007,11,Nebraska,0,4485,4485,0,2686,2686
2007,11,Nevada,2526,3058,5584,2735,2669,5404
2007,11,New Hampshire,1709,2860,4569,1750,2353,4103
2007,11,New Jersey,1401,2801,4202,1571,1917,3488
2007,11,New Mexico,3003,4702,7706,3386,4271,7656
2007,11,New York,3292,17733,21025,3688,12098,15786
2007,11,North Carolina,352,20348,20700,361,13380,13741
2007,11,North Dakota,527,3652,4179,602,2945,3548
2007,11,Ohio,12019,26365,38383,12465,16473,28938
2007,11,Oklahoma,5671,11664,17335,6297,8311,14608
2007,11,Oregon,5809,9820,15629,6189,9165,15354
2007,11,Pennsylvania,158,61206,61365,117,49205,49322
2007,11,Puerto Rico,569,117,685,578,140,719
2007,11,Rhode Island,468,641,1109,486,525,1010
2007,11,South Carolina,4459,8957,13417,4505,5797,10302
2007,11,South Dakota,858,5139,5997,1030,3766,4796
2007,11,Tennessee,10698,17498,28195,11187,11815,23003
2007,11,Texas,22375,42812,65187,23524,33271,56795
2007,11,United States,242538,599666,842204,263540,439138,702678
2007,11,Utah,2916,6876,9792,2903,5246,8149
2007,11,Vermont,524,1654,2178,663,1188,1851
2007,11,Virgin Islands,25,2,28,,,
2007,11,Virginia,9911,17707,27618,10514,11657,22171
2007,11,Washington,7591,10734,18325,8246,10276,18522
2007,11,West Virginia,3095,10913,14008,3422,6247,9669
2007,11,Wisconsin,3747,17643,21390,3942,12017,15959
2007,11,Wyoming,1062,2485,3546,1177,2303,3480
2007,12,Alabama,12472,26018,38490,8900,11094,19994
2007,12,Alaska,2558,3665,6223,2089,2721,4811
2007,12,Arizona,8810,10671,19481,6897,6466,13363
2007,12,Arkansas,5487,15605,21091,4082,7580,11662
2007,12,California,20107,22416,42523,18190,18287,36477
2007,12,Colorado,12408,18131,30539,10873,12880,23752
2007,12,Connecticut,3467,3996,7464,3105,2985,6091
2007,12,Delaware,686,1689,2375,572,901,1473
2007,12,District of Columbia,1,0,1,3,0,3
2007,12,Florida,27082,28096,55178,23093,15989,39082
2007,12,Georgia,11826,24555,36381,8449,10130,18579
2007,12,Guam,11,29,40,9,23,32
2007,12,Hawaii,0,0,0,,,
2007,12,Idaho,2737,7376,10112,2051,4478,6529
2007,12,Illinois,7768,13804,21572,6712,9214,15926
2007,12,Indiana,9112,16009,25122,7743,9546,17289
2007,12,Iowa,29,7011,7040,21,3795,3816
2007,12,Kansas,4606,9853,14458,3838,5474,9312
2007,12,Kentucky,11125,20006,31131,7810,10225,18035
2007,12,Louisiana,9700,24974,34674,7422,10808,18230
2007,12,Maine,1364,3527,4891,1293,2846,4140
2007,12,Mariana Islands,0,0,0,,,
2007,12,Maryland,2307,6576,8882,2367,3988,6354
2007,12,Massachusetts,2229,1917,4146,2079,1592,3672
2007,12,Michigan,2646,18890,21536,2330,12847,15177
2007,12,Minnesota,4850,12739,17589,4544,11263,15806
2007,12,Mississippi,5881,22279,28160,4408,8701,13109
2007,12,Missouri,13439,21824,35263,11145,13162,24307
2007,12,Montana,2466,6641,9107,2051,4900,6951
2007,12,Nebraska,2,5252,5255,0,2668,2668
2007,12,Nevada,3763,4398,8161,2962,2685,5647
2007,12,New Hampshire,1822,2663,4485,1696,2156,3852
2007,12,New Jersey,1438,2631,4069,1535,1857,3392
2007,12,New Mexico,4135,6862,10997,3397,4169,7567
2007,12,New York,3651,16203,19854,3663,11907,15570
2007,12,North Carolina,411,27547,27959,355,12826,13181
2007,12,North Dakota,748,3464,4212,653,2935,3588
2007,12,Ohio,15635,25955,41590,12657,16030,28687
2007,12,Oklahoma,8190,15302,23492,6341,8195,14537
2007,12,Oregon,7508,14772,22279,6319,9445,15763
2007,12,Pennsylvania,130,58760,58890,117,48961,49078
2007,12,Puerto Rico,678,139,816,612,143,755
2007,12,Rhode Island,503,648,1151,477,526,1003
2007,12,South Carolina,6833,13358,20192,5195,5955,11150
2007,12,South Dakota,1285,5254,6538,1053,3736,4789
2007,12,Tennessee,15516,23735,39250,11574,11643,23218
2007,12,Texas,35190,65988,101178,25254,33203,58458
2007,12,United States,330285,716563,1046848,265563,430194,695757
2007,12,Utah,4049,10484,14533,2664,5077,7741
2007,12,Vermont,576,1395,1971,588,1201,1790
2007,12,Virgin Islands,33,4,37,,,
2007,12,Virginia,13112,21156,34268,10737,11730,22467
2007,12,Washington,9134,14137,23272,7948,9534,17482
2007,12,West Virginia,4702,11014,15717,3475,6346,9821
